poliza;sexo;sri;gdi;sin;ant_comp;ant_perm;edad;ant_veh
80172511;F;No Urbana;NO;5;3;14;40;2011
80172888;F;Urbana;NO;5;5;15;77;2007
80173226;F;Urbana;NO;3;0;5;40;2009
80172713;F;Urbana;NO;1;0;15;50;2008
1431960;M;No Urbana;NO;1;4;12;68;2012
1431493;F;No Urbana;NO;1;3;7;45;2007
1431833;F;No Urbana;NO;1;2;6;36;2011
1429851;F;No Urbana;NO;5;0;9;45;2007
80172989;M;Urbana;NO;3;2;1;47;2007
80172852;F;Urbana;NO;0;3;4;65;2008
1431161;M;Urbana;NO;0;2;1;44;2009
1430385;F;No Urbana;NO;3;4;10;61;2013
80174114;M;No Urbana;NO;1;4;8;69;2011
80174270;F;Urbana;NO;3;3;2;41;2007
80174710;F;No Urbana;NO;3;3;5;44;2011
80172885;F;No Urbana;NO;2;2;11;50;2012
80174118;F;Urbana;NO;0;5;15;29;2010
80174706;M;Urbana;NO;3;3;6;82;2008
80173890;F;No Urbana;NO;1;2;3;66;2012
80172983;M;Urbana;NO;0;2;14;45;2013
80173948;M;No Urbana;NO;1;1;2;69;2007
80173004;M;No Urbana;NO;4;2;6;32;2008
80174146;F;No Urbana;NO;5;4;2;48;2010
80174663;F;No Urbana;NO;1;0;4;61;2013
1430783;F;No Urbana;NO;1;4;15;55;2008
80173039;M;Urbana;NO;3;1;2;57;2007
80172268;F;Urbana;NO;4;2;0;59;2005
80172157;M;No Urbana;NO;5;3;4;78;2012
80172259;M;Urbana;NO;5;3;9;60;2012
1430074;F;No Urbana;NO;3;5;12;36;2011
80172720;M;No Urbana;NO;3;0;13;57;2013
80172446;F;Urbana;NO;2;1;2;65;2011
80172901;F;Urbana;NO;0;1;8;57;2012
80172895;F;Urbana;NO;0;1;10;64;2011
80172894;F;No Urbana;NO;5;3;2;49;2004
80172926;M;No Urbana;NO;5;2;0;65;2011
80172956;M;No Urbana;NO;1;5;1;43;2011
80173505;M;Urbana;NO;2;4;7;65;2009
80172933;F;Urbana;NO;3;3;3;69;2010
80172500;F;Urbana;NO;1;5;13;72;2007
80173416;F;Urbana;NO;2;2;1;61;2013
80172944;M;No Urbana;NO;3;3;8;35;2013
80173432;F;Urbana;NO;1;2;6;62;2010
80172764;F;Urbana;NO;2;3;15;53;2013
80172974;F;Urbana;NO;4;0;7;45;2007
80173371;M;Urbana;NO;1;2;5;81;2008
80172971;M;Urbana;NO;3;5;4;54;2009
80172445;F;No Urbana;NO;2;4;2;54;2006
80173184;M;Urbana;NO;4;2;2;36;2007
80172804;M;No Urbana;NO;1;1;6;59;2009
80173982;F;No Urbana;NO;1;3;1;60;2010
80172450;M;Urbana;NO;0;1;13;40;2011
80174058;F;No Urbana;NO;3;5;9;55;2010
80172571;F;No Urbana;NO;3;5;3;59;2007
80173077;M;Urbana;NO;4;2;10;65;2009
80173936;M;No Urbana;NO;5;0;2;59;2013
80172531;M;No Urbana;NO;4;1;13;70;2011
80174056;F;Urbana;NO;2;1;8;30;2011
80173934;F;No Urbana;NO;4;1;15;63;2008
80172573;F;Urbana;NO;0;1;3;50;2005
80172430;M;Urbana;NO;5;3;4;42;2005
80172782;M;Urbana;NO;3;3;9;49;2008
80174186;M;No Urbana;NO;3;5;0;56;2011
80172231;F;No Urbana;NO;5;0;14;41;2007
80174040;F;Urbana;NO;5;5;5;49;2007
80174073;F;No Urbana;NO;1;2;11;66;2008
80174129;M;No Urbana;NO;2;4;9;28;2010
80172027;F;No Urbana;NO;2;2;3;63;2007
1430803;F;No Urbana;NO;5;4;8;59;2008
80174088;F;Urbana;NO;5;1;10;45;2008
80174055;F;Urbana;NO;1;3;0;41;2007
1431255;M;No Urbana;NO;4;2;11;67;2010
80174317;F;No Urbana;NO;0;0;5;54;2006
1430882;M;No Urbana;NO;1;3;9;51;2007
80173955;M;Urbana;NO;2;4;9;69;2010
1430759;M;Urbana;NO;2;5;9;43;2012
80173701;F;Urbana;NO;3;0;14;51;2008
80173809;M;Urbana;NO;5;0;2;59;2008
80174022;F;No Urbana;NO;1;2;3;53;2014
1430885;F;Urbana;NO;4;4;1;39;2010
80173987;F;No Urbana;NO;4;3;6;40;2010
80173568;M;Urbana;NO;2;5;2;48;2012
80173904;F;Urbana;NO;4;4;0;34;2007
80173903;F;No Urbana;NO;4;3;6;38;2009
80173515;F;Urbana;NO;5;0;12;46;2008
80173837;F;Urbana;NO;2;3;13;60;2010
80173686;F;No Urbana;NO;4;4;7;47;2005
80173819;F;Urbana;NO;3;1;6;55;2012
1430927;M;Urbana;NO;3;3;2;47;2011
80173715;M;No Urbana;NO;2;2;14;56;2013
80174222;F;Urbana;NO;3;3;13;59;2005
80173393;M;Urbana;NO;1;4;13;68;2012
80173713;F;Urbana;NO;4;2;13;69;2012
80173855;M;Urbana;NO;1;1;7;65;2007
80173671;F;No Urbana;NO;2;4;12;64;2012
80173727;M;Urbana;NO;0;4;12;51;2013
80173737;F;Urbana;NO;4;5;12;58;2008
80174145;F;Urbana;NO;2;5;3;64;2005
80173783;M;Urbana;NO;3;2;7;72;2007
80173425;M;No Urbana;NO;5;2;10;34;2009
80174144;M;No Urbana;NO;4;3;13;78;2012
80173472;F;Urbana;NO;5;3;1;57;2013
80173968;F;Urbana;NO;1;0;8;74;2008
80173925;F;No Urbana;NO;5;2;7;69;2007
80173897;M;No Urbana;NO;2;1;6;51;2009
80173454;F;Urbana;NO;4;5;3;44;2011
80173507;M;Urbana;NO;4;2;7;65;2005
80173367;F;No Urbana;NO;4;5;1;60;2007
80172498;M;Urbana;NO;1;3;14;43;2006
80172137;M;Urbana;NO;3;3;13;59;2011
80173328;M;No Urbana;NO;0;5;8;52;2008
1433666;M;Urbana;NO;4;3;11;68;2009
1433665;F;No Urbana;NO;4;5;10;50;2011
1435773;M;Urbana;NO;4;3;8;68;2009
1433657;M;No Urbana;NO;0;3;15;68;2007
1435753;M;No Urbana;NO;2;1;12;44;2010
1436167;M;Urbana;NO;1;3;8;58;2008
1435740;M;No Urbana;NO;3;2;8;68;2007
1436006;F;No Urbana;NO;2;4;9;69;2011
1434392;F;Urbana;NO;5;2;2;110;2009
1433641;M;Urbana;NO;0;1;8;44;2010
80175463;M;No Urbana;NO;3;4;1;58;2007
1433905;M;Urbana;NO;5;3;12;58;2008
1434338;F;No Urbana;NO;3;5;5;73;2007
1433644;M;Urbana;NO;2;0;13;52;2008
80175664;F;No Urbana;NO;4;4;12;57;2010
1435080;M;Urbana;NO;2;5;12;44;2007
1433615;M;No Urbana;NO;0;5;7;68;2009
1434895;M;No Urbana;NO;3;1;4;58;2007
1433506;F;No Urbana;NO;3;5;12;51;2008
1434744;F;No Urbana;NO;5;0;11;42;2010
1434965;F;No Urbana;NO;5;5;3;64;2011
1434155;F;No Urbana;NO;2;4;8;65;2007
1435065;M;No Urbana;NO;4;2;3;60;2011
1434148;F;No Urbana;NO;3;5;12;41;2008
1434146;F;No Urbana;SI;1;4;14;53;2010
1434145;M;No Urbana;NO;1;2;4;83;2007
80175273;F;Urbana;NO;5;0;10;72;2011
80175272;M;Urbana;NO;0;5;9;66;2008
80175271;M;Urbana;NO;3;4;15;66;2010
1434142;M;No Urbana;NO;3;0;4;52;2007
1433873;F;Urbana;NO;5;4;12;69;2011
1434500;F;Urbana;NO;4;2;1;63;2007
1434525;F;Urbana;NO;2;3;6;58;2007
1433932;F;Urbana;NO;2;5;3;29;2008
1434520;F;Urbana;NO;2;4;0;72;2011
1434519;F;Urbana;NO;3;1;12;60;2006
1433616;M;No Urbana;NO;1;3;13;68;2007
1434294;F;No Urbana;NO;0;0;0;81;2007
80175443;M;Urbana;NO;3;5;6;52;2008
1433985;F;No Urbana;NO;0;0;3;35;2008
1434800;M;No Urbana;NO;3;5;3;46;2006
80175173;F;No Urbana;NO;5;2;4;73;2007
80175544;M;Urbana;NO;2;1;0;44;2007
1434471;M;Urbana;NO;0;2;9;44;2006
80175140;M;No Urbana;NO;2;4;0;83;2007
80175137;F;No Urbana;NO;2;4;5;53;2010
80175236;F;Urbana;NO;4;3;3;64;2011
80174983;M;No Urbana;NO;0;4;2;58;2009
80174977;F;No Urbana;NO;1;5;15;110;2009
80175420;F;Urbana;NO;5;5;4;62;2006
80175503;M;Urbana;NO;3;2;0;47;2010
80175483;F;Urbana;NO;5;0;10;78;2008
80175418;F;Urbana;NO;5;0;9;42;2010
1435457;M;Urbana;NO;1;5;1;75;2006
1433455;M;Urbana;NO;1;3;15;75;2006
80175304;F;Urbana;NO;1;1;3;58;2007
80174348;M;No Urbana;NO;2;2;0;48;2007
80175145;F;No Urbana;NO;1;0;5;65;2007
80174448;M;No Urbana;NO;4;4;9;75;2006
80175037;M;No Urbana;NO;2;1;9;52;2007
80175112;M;Urbana;NO;3;0;7;44;2006
80174767;M;Urbana;NO;4;2;12;58;2008
1431957;M;No Urbana;NO;4;2;10;68;2009
1431956;M;Urbana;NO;1;1;4;68;2007
80174763;F;Urbana;NO;2;0;2;29;2008
1432081;F;No Urbana;NO;3;5;13;35;2008
1432168;M;Urbana;NO;3;5;9;39;2010
1434515;M;No Urbana;NO;3;5;14;84;2008
80174748;F;No Urbana;NO;1;4;6;69;2011
80174686;M;No Urbana;NO;5;1;0;84;2008
80174654;M;No Urbana;NO;1;2;11;44;2010
1432799;M;No Urbana;NO;4;0;1;60;2011
80174704;F;No Urbana;NO;5;5;5;50;2011
80174725;M;No Urbana;NO;0;2;3;68;2009
1434700;M;Urbana;NO;2;3;5;66;2010
1434699;M;No Urbana;NO;4;0;12;66;2008
80175046;F;Urbana;NO;5;0;14;41;2008
80174662;M;Urbana;SI;0;2;10;68;2007
80173695;M;Urbana;NO;2;1;8;49;2010
80173146;M;Urbana;NO;3;2;5;75;2006
80174594;M;No Urbana;NO;4;4;5;52;2008
80173606;F;No Urbana;NO;4;4;4;29;2008
80174271;F;No Urbana;NO;1;3;3;78;2008
80173015;M;Urbana;NO;1;5;12;52;2007
80174112;M;Urbana;NO;3;0;12;65;2004
80173332;M;No Urbana;NO;3;5;2;59;2010
80172655;M;No Urbana;NO;5;5;14;58;2009
80172653;F;Urbana;NO;5;5;12;39;2011
80175247;F;Urbana;NO;5;4;3;60;2006
80172925;F;No Urbana;NO;3;1;2;57;2008
80173563;F;Urbana;NO;4;4;5;49;2012
80172482;M;Urbana;NO;0;3;12;41;2007
80173418;M;No Urbana;NO;2;2;7;44;2010
80173415;M;No Urbana;NO;2;0;1;68;2007
80173414;M;No Urbana;NO;1;5;1;68;2009
1430387;M;Urbana;NO;3;4;11;68;2009
80172373;M;No Urbana;NO;4;2;5;73;2007
80172765;M;Urbana;NO;1;1;2;63;2011
80173993;F;No Urbana;NO;5;1;11;41;2008
80173522;M;No Urbana;NO;2;3;9;40;2009
80173923;M;Urbana;NO;3;5;6;52;2007
80174082;M;Urbana;NO;1;1;14;63;2007
80172791;F;No Urbana;NO;5;4;6;65;2009
80172526;M;Urbana;NO;3;2;12;49;2007
80174238;M;No Urbana;NO;2;2;10;72;2010
80172823;M;Urbana;NO;2;4;6;48;2007
80173942;M;No Urbana;NO;5;3;1;50;2009
80174066;F;Urbana;NO;0;1;11;64;2011
1430910;F;Urbana;NO;3;0;0;52;2008
80174119;F;No Urbana;NO;0;1;2;42;2010
80172195;F;Urbana;NO;0;3;11;42;2010
80172821;F;No Urbana;NO;0;0;0;58;2007
80173651;F;Urbana;NO;3;1;10;36;2008
80173702;M;No Urbana;NO;1;0;14;58;2008
80174010;F;No Urbana;NO;3;3;4;73;2007
80173821;F;Urbana;NO;2;4;10;39;2011
80173661;M;Urbana;NO;2;3;14;35;2010
80173742;F;No Urbana;NO;5;0;2;43;2011
80173637;F;Urbana;NO;3;5;1;69;2011
80173385;M;No Urbana;NO;5;1;4;84;2008
80173850;F;Urbana;NO;2;4;5;110;2009
80174084;M;Urbana;NO;4;3;6;44;2006
1430586;F;Urbana;NO;1;3;13;35;2008
80173828;M;No Urbana;NO;5;1;10;58;2009
80174049;F;Urbana;NO;3;2;14;60;2006
80174048;F;No Urbana;NO;2;5;12;72;2011
80173937;F;Urbana;NO;4;1;15;66;2008
80170052;M;No Urbana;SI;1;4;2;66;2008
80170053;M;No Urbana;NO;0;1;4;66;2010
80173520;F;Urbana;NO;2;1;14;35;2010
1434031;M;Urbana;NO;1;1;11;49;2009
1432863;F;Urbana;NO;4;3;7;63;2009
80175221;M;Urbana;NO;4;5;11;75;2009
80174811;M;No Urbana;NO;5;2;9;49;2009
80174074;M;Urbana;NO;1;5;11;75;2009
80174042;F;No Urbana;NO;3;5;13;63;2009
80173717;M;No Urbana;NO;0;5;4;49;2009
80172376;M;Urbana;NO;0;5;12;56;2009
1434044;M;Urbana;NO;1;3;4;38;2011
80172527;F;No Urbana;NO;2;3;9;83;2002
80172422;M;Urbana;NO;0;4;4;62;2012
1435310;M;No Urbana;NO;2;5;1;60;2005
1435608;F;Urbana;NO;1;2;15;45;2011
1434096;M;No Urbana;NO;4;3;10;38;2011
1434528;M;No Urbana;NO;3;5;10;47;2009
1434327;M;No Urbana;NO;5;4;1;45;2009
1433982;M;Urbana;NO;1;4;4;37;2010
80175028;M;Urbana;NO;1;0;8;37;2010
80175537;F;No Urbana;NO;3;5;6;59;2009
80175473;F;Urbana;NO;2;3;3;84;2005
1432438;M;No Urbana;NO;1;3;8;47;2009
80174877;M;Urbana;NO;1;5;6;45;2009
80174751;M;No Urbana;NO;5;5;1;38;2011
80174273;F;Urbana;NO;5;5;9;84;2005
80173674;M;Urbana;NO;4;1;1;38;2011
80173361;F;No Urbana;NO;0;1;7;50;2011
80172414;M;No Urbana;NO;2;0;5;60;2005
80174253;M;No Urbana;NO;2;1;0;55;2009
80172372;F;Urbana;NO;4;1;11;34;2012
1430329;F;Urbana;NO;3;3;11;50;2011
80173772;M;Urbana;NO;4;4;15;37;2010
1430928;M;Urbana;NO;3;5;8;47;2009
80173833;M;No Urbana;NO;2;4;9;45;2009
1435928;F;Urbana;NO;2;2;0;35;2005
80175172;F;Urbana;NO;4;3;0;52;2005
80175069;F;Urbana;NO;2;2;1;38;2008
1434696;F;No Urbana;NO;0;1;0;52;2005
80172962;M;Urbana;NO;2;4;15;25;2007
80173957;F;No Urbana;NO;2;0;12;38;2008
1435192;M;No Urbana;NO;1;4;12;38;1995
80173545;M;No Urbana;NO;0;3;2;66;1997
1434106;F;No Urbana;NO;5;2;13;52;2008
1434629;M;No Urbana;NO;4;3;7;46;2007
1434998;F;Urbana;NO;0;5;5;42;2006
1434968;F;Urbana;NO;4;1;6;43;2007
80175328;F;No Urbana;NO;1;1;5;43;2007
1434336;F;No Urbana;NO;3;5;7;58;2007
80174346;F;Urbana;NO;0;0;7;42;2006
80175356;M;No Urbana;NO;4;0;4;0;2007
80175097;F;No Urbana;NO;4;4;11;58;2007
80175510;F;No Urbana;NO;2;2;10;42;2006
80174258;F;No Urbana;NO;5;4;4;43;2007
80175319;M;No Urbana;NO;4;2;1;46;2007
80172850;M;Urbana;NO;0;0;13;61;2007
80172873;F;No Urbana;NO;1;2;10;46;2007
80172689;F;Urbana;NO;4;4;10;42;2006
80174311;M;No Urbana;NO;1;0;0;0;2007
80172389;M;No Urbana;NO;0;0;7;0;2007
80173922;F;No Urbana;NO;3;3;13;58;2007
80173579;F;No Urbana;NO;0;5;3;40;2008
1434045;F;Urbana;NO;1;0;0;40;2009
1434508;F;No Urbana;NO;1;0;13;53;2009
1434887;F;Urbana;NO;4;5;10;47;2007
1433863;M;No Urbana;NO;4;4;12;66;2014
1434238;F;Urbana;NO;3;3;0;51;2007
1435328;F;No Urbana;NO;0;3;4;7;2008
1434006;F;No Urbana;NO;2;1;7;42;2011
1434565;M;No Urbana;NO;5;2;10;47;2007
80175287;M;Urbana;NO;3;5;1;47;2007
80175469;M;Urbana;NO;4;4;4;59;2013
80175432;M;Urbana;NO;3;2;11;66;2014
1432193;F;Urbana;NO;4;2;2;51;2007
80175031;F;No Urbana;NO;3;1;7;42;2011
80174510;F;Urbana;NO;1;5;11;36;2008
1434847;F;No Urbana;NO;0;4;11;58;2009
80174752;F;No Urbana;NO;1;5;0;40;2009
80174921;F;No Urbana;NO;4;4;12;45;2007
80174646;F;Urbana;NO;4;0;0;58;2008
80174793;F;No Urbana;NO;2;5;13;71;2011
80174800;M;Urbana;NO;0;2;9;66;2014
80173670;F;Urbana;NO;2;5;14;71;2011
80173350;F;No Urbana;NO;5;5;9;56;2008
80173268;F;No Urbana;NO;2;0;5;36;2007
80175427;F;Urbana;NO;2;2;4;47;2007
80173322;F;Urbana;NO;4;0;3;26;2011
80172965;F;Urbana;NO;2;3;14;45;2007
80173878;F;Urbana;NO;2;3;14;42;2011
80172904;F;No Urbana;NO;5;3;15;42;2009
80172980;F;Urbana;NO;0;3;14;52;2008
80172413;F;No Urbana;NO;2;2;6;43;2011
80173527;F;No Urbana;NO;0;5;6;39;2009
80173672;M;Urbana;NO;3;3;14;73;2006
80173988;M;Urbana;NO;5;1;0;70;2011
80173891;F;Urbana;NO;3;5;13;42;2007
80173985;F;Urbana;NO;5;1;5;65;2007
80174077;M;Urbana;NO;3;4;4;53;2006
1430792;F;Urbana;NO;2;1;11;51;2007
80173675;F;Urbana;NO;2;5;4;40;2009
80173463;F;No Urbana;NO;1;1;5;58;2008
1434389;M;Urbana;NO;2;4;12;60;2011
1434172;M;Urbana;NO;4;4;12;57;2009
1434459;M;Urbana;NO;0;5;12;50;2008
80174888;M;No Urbana;NO;1;4;1;57;2009
80173739;M;Urbana;NO;2;3;1;57;2009
80174249;M;No Urbana;NO;5;3;10;71;2012
80172516;M;Urbana;NO;0;5;6;71;2012
1435406;M;No Urbana;NO;1;4;10;58;2008
1436112;M;No Urbana;NO;3;0;2;64;2007
1433865;M;No Urbana;NO;2;5;9;64;2007
80175041;M;Urbana;NO;0;4;15;58;2008
1432115;M;Urbana;NO;1;5;9;64;2007
1433981;F;No Urbana;NO;5;5;0;59;2008
1432167;F;No Urbana;NO;4;5;7;59;2008
80173555;F;No Urbana;NO;1;0;12;30;2008
1434502;M;Urbana;NO;5;3;7;40;2007
1435093;M;No Urbana;NO;4;5;2;68;2007
1432785;F;No Urbana;NO;0;1;11;56;2006
80174991;M;No Urbana;NO;5;4;14;40;2007
80175034;M;No Urbana;NO;0;0;7;68;2007
80172539;M;No Urbana;NO;0;0;14;68;2007
80173961;M;Urbana;NO;4;1;7;40;2007
80173187;M;No Urbana;NO;1;1;5;51;2009
1435872;M;No Urbana;NO;2;5;1;51;2009
1433344;M;No Urbana;NO;5;0;5;60;2008
1435861;M;No Urbana;NO;1;3;8;60;2008
1433397;M;Urbana;NO;1;1;2;51;2009
80174523;M;Urbana;NO;0;3;9;51;2009
1430431;F;Urbana;NO;4;3;4;45;2008
80172572;F;Urbana;NO;3;0;5;52;2008
80173970;F;Urbana;NO;4;1;15;49;2008
80173978;M;No Urbana;NO;5;2;11;59;2007
1435307;F;No Urbana;NO;5;4;9;41;2008
1435163;M;No Urbana;NO;3;2;6;51;2007
1434474;F;Urbana;NO;4;1;7;63;2008
1432781;F;No Urbana;NO;0;2;3;41;2008
1434144;F;No Urbana;NO;2;0;5;41;2008
1434217;M;Urbana;NO;5;4;8;74;2008
80175138;F;Urbana;NO;1;5;14;41;2008
80175425;M;No Urbana;NO;5;0;13;51;2007
80174919;F;Urbana;NO;5;5;12;69;2006
1433963;F;Urbana;NO;1;5;8;69;2006
80172395;F;No Urbana;NO;5;3;13;41;2008
80173892;F;No Urbana;NO;4;1;8;69;2006
80173395;F;No Urbana;NO;4;5;11;63;2008
80175206;M;No Urbana;NO;2;3;7;39;1997
1434211;M;No Urbana;NO;2;5;8;39;2009
1435634;M;No Urbana;NO;3;0;15;37;1993
1435646;M;Urbana;NO;4;5;4;26;1990
1434953;M;No Urbana;SI;4;5;0;69;1991
1433806;M;Urbana;NO;1;2;10;38;1992
80172324;M;No Urbana;NO;5;0;0;49;2012
80172342;F;No Urbana;NO;2;4;1;58;2011
80172230;F;Urbana;NO;2;1;15;44;2013
1436164;M;Urbana;NO;0;5;7;47;2012
1435233;M;No Urbana;NO;2;3;2;59;2012
1434636;F;No Urbana;NO;0;3;14;70;2013
1435360;M;Urbana;NO;1;2;3;47;2012
1434732;M;No Urbana;NO;1;4;4;50;2012
1434691;F;No Urbana;NO;3;4;4;43;2013
1435206;M;No Urbana;NO;0;2;8;76;2013
1435191;F;Urbana;NO;4;0;10;54;2011
1433338;M;Urbana;NO;1;1;8;47;2012
1432994;M;Urbana;NO;3;3;2;44;2011
1432973;M;No Urbana;NO;3;2;12;59;2012
1432970;F;No Urbana;NO;3;0;10;54;2011
80175684;F;Urbana;NO;3;1;0;87;2011
1432704;M;No Urbana;NO;0;5;4;50;2012
1434203;M;No Urbana;NO;5;2;0;26;2011
80175595;M;Urbana;NO;5;1;11;76;2013
1432257;F;No Urbana;NO;3;0;2;43;2013
80175385;M;No Urbana;NO;2;5;8;47;2012
80174996;M;No Urbana;NO;5;3;15;26;2011
1434036;M;Urbana;NO;4;5;14;56;2013
1434375;F;Urbana;NO;5;3;1;71;2015
80175682;F;No Urbana;NO;3;0;13;54;2011
1432808;M;Urbana;NO;1;1;7;64;2011
80174862;F;Urbana;NO;5;0;3;70;2013
1432090;M;No Urbana;NO;4;0;1;56;2013
80172664;M;No Urbana;NO;5;2;3;76;2013
1431166;M;Urbana;NO;1;5;4;50;2012
80174169;M;Urbana;NO;4;4;9;47;2012
80174666;F;Urbana;NO;2;5;11;78;2012
1430839;F;No Urbana;SI;2;0;6;43;2013
80174312;M;No Urbana;NO;5;4;8;76;2013
80174050;M;No Urbana;NO;4;0;1;26;2011
80173917;F;Urbana;NO;1;3;2;70;2013
80174155;F;Urbana;NO;1;5;2;54;2011
80172178;M;Urbana;NO;4;2;5;47;2012
1430649;M;No Urbana;SI;3;4;8;56;2013
80173431;F;Urbana;NO;4;0;15;78;2012
1435095;M;Urbana;NO;5;1;6;68;2005
80173559;M;Urbana;NO;2;2;6;51;1981
1434822;F;Urbana;NO;5;5;1;55;1987
80175396;F;No Urbana;NO;1;4;3;55;1987
80174154;F;Urbana;NO;3;3;13;55;1987
80172234;M;No Urbana;NO;2;0;12;57;2007
80172972;M;No Urbana;NO;2;2;5;83;2008
80175382;M;Urbana;NO;5;3;1;69;2004
1435048;M;No Urbana;NO;4;2;8;69;2004
1435046;M;No Urbana;NO;4;3;13;69;2005
80175379;M;Urbana;NO;3;0;3;69;2005
80174198;M;No Urbana;NO;0;0;8;69;2004
80174190;M;Urbana;NO;2;3;8;69;2005
80172542;M;Urbana;NO;2;4;7;54;2007
1435954;F;No Urbana;NO;5;3;4;44;2020
1435961;F;Urbana;NO;4;0;6;44;2020
1435189;M;No Urbana;NO;3;5;1;62;2010
1435118;M;No Urbana;NO;3;1;2;49;2006
1434129;M;Urbana;NO;4;5;5;42;2012
1436211;M;Urbana;NO;4;3;1;42;2012
1433772;M;Urbana;NO;1;1;4;58;2007
1433854;M;No Urbana;NO;4;3;3;35;2005
1435203;M;Urbana;NO;4;1;12;52;2011
1434702;M;No Urbana;NO;2;4;14;37;2009
1434394;M;Urbana;NO;5;3;13;59;2007
1435595;M;No Urbana;NO;4;0;2;59;2007
1433602;M;No Urbana;NO;2;2;5;59;2007
1433714;F;No Urbana;NO;1;3;15;64;2007
80175212;M;No Urbana;NO;4;5;14;59;2007
80174450;M;Urbana;NO;5;1;8;59;2007
80173029;M;No Urbana;NO;3;3;3;59;2007
80174006;M;No Urbana;NO;1;1;5;59;2007
1434061;M;Urbana;NO;3;3;2;72;2008
1434781;F;Urbana;NO;0;0;7;35;2008
80172082;M;Urbana;NO;4;0;1;57;2006
1435896;F;Urbana;NO;2;2;14;60;2007
1434097;M;Urbana;NO;3;3;6;54;2007
1436171;M;No Urbana;NO;5;4;5;72;2008
1434888;M;No Urbana;NO;1;2;7;43;2008
80175378;M;No Urbana;NO;0;1;11;43;2008
1435067;M;Urbana;NO;2;5;6;73;2008
80175375;F;Urbana;NO;1;0;0;35;2008
80175675;F;Urbana;NO;2;1;2;38;2008
1434289;F;Urbana;NO;1;5;10;47;2007
1433502;M;No Urbana;NO;3;4;14;52;2008
1433721;F;No Urbana;NO;4;3;15;60;2007
80175143;F;Urbana;NO;0;2;5;48;2008
1434589;F;Urbana;NO;1;3;15;64;2008
80175102;M;No Urbana;NO;5;5;12;73;2008
80175081;M;No Urbana;NO;4;0;6;65;2008
1432810;M;Urbana;NO;2;4;9;73;2008
80174976;F;Urbana;NO;1;5;3;81;2006
80175121;F;No Urbana;NO;0;4;11;47;2008
80175030;F;Urbana;NO;3;2;0;39;2006
1434849;F;No Urbana;NO;4;5;14;48;2008
80175487;F;No Urbana;NO;2;5;7;56;2007
1432079;F;Urbana;NO;3;1;7;62;2008
1434533;F;Urbana;NO;4;3;4;69;2007
80174878;F;Urbana;NO;1;4;11;47;2007
1435316;F;No Urbana;NO;4;0;2;56;2007
1432440;F;No Urbana;NO;2;5;1;69;2007
80173711;F;No Urbana;NO;4;0;12;47;2007
80172488;F;No Urbana;NO;4;5;11;58;2008
80172707;F;No Urbana;NO;4;3;10;56;2007
80172907;M;No Urbana;NO;1;2;1;77;2005
1430696;M;Urbana;NO;3;0;7;57;2008
80174240;F;Urbana;NO;4;1;3;56;2007
80172425;M;Urbana;NO;5;2;9;43;2008
1430935;F;Urbana;NO;5;1;5;69;2007
80174016;M;Urbana;NO;5;4;1;65;2008
80173820;F;No Urbana;NO;1;3;2;81;2006
1430606;M;Urbana;NO;2;0;6;73;2008
80174137;M;Urbana;NO;3;2;14;43;2008
80173969;F;No Urbana;NO;2;2;12;39;2006
80173262;M;No Urbana;NO;3;0;13;74;2008
80174117;F;No Urbana;NO;1;5;1;35;2008
1430666;F;Urbana;SI;1;1;7;62;2008
1434364;M;Urbana;NO;0;2;8;60;1987
1435448;M;No Urbana;NO;0;1;3;36;1997
1433639;M;Urbana;NO;4;4;7;30;2006
80172792;M;No Urbana;NO;0;2;9;50;2007
1435668;M;No Urbana;NO;5;0;7;52;2007
1433431;M;No Urbana;NO;0;3;5;52;2007
80175309;M;No Urbana;NO;3;0;7;38;2011
80174069;M;No Urbana;NO;3;1;2;38;2011
80175651;M;No Urbana;NO;1;5;8;75;2008
1433390;F;No Urbana;NO;2;3;2;49;2008
80174437;F;No Urbana;NO;4;0;11;49;2008
1435462;F;Urbana;NO;0;0;4;49;2008
80172943;F;No Urbana;NO;3;2;12;49;2008
80172814;M;No Urbana;NO;4;4;13;75;2008
80172514;M;No Urbana;NO;4;2;6;68;2007
80172470;M;No Urbana;NO;0;1;13;54;2008
80172332;M;Urbana;NO;0;5;1;74;2002
1435685;M;Urbana;NO;0;4;7;49;2008
1434393;M;Urbana;NO;2;3;4;73;2006
1435940;M;No Urbana;NO;2;2;1;55;2012
1434637;M;Urbana;NO;3;1;15;43;2015
1433340;M;Urbana;NO;3;3;1;64;1992
1434349;F;No Urbana;NO;5;4;8;65;2007
1434143;M;Urbana;NO;3;5;8;56;2001
1433725;M;Urbana;NO;4;4;6;52;2007
1433852;F;No Urbana;NO;3;4;13;70;2007
1433563;M;No Urbana;NO;1;4;15;49;2008
1434290;M;Urbana;NO;4;2;13;42;2003
1433698;F;No Urbana;NO;5;3;0;34;2016
80174998;M;No Urbana;NO;0;2;0;48;2007
80174530;M;No Urbana;NO;4;3;2;58;2006
80175015;M;Urbana;NO;3;4;6;42;2003
80174978;M;Urbana;NO;4;5;10;73;2006
80175013;M;Urbana;NO;1;1;11;43;2015
80175613;M;Urbana;NO;1;0;0;51;2002
80174497;M;Urbana;NO;4;1;2;49;2008
1434332;F;No Urbana;NO;1;4;11;48;2007
80174347;M;No Urbana;NO;2;3;7;39;2001
80174367;F;Urbana;NO;0;4;4;44;2007
